ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
5Y5,small_airport,David's Landing Airport,615.0,,US,US-MI,St Clair,,,5Y5,"42.797668, -82.536435"
5Y7,small_airport,Hanley Field,984.0,,US,US-MI,Munising,5Y7,,5Y7,"46.35409927368164, -86.62100219726562"
5Z1,seaplane_base,Juneau Harbor Seaplane Base,,,US,US-AK,Juneau,5Z1,,5Z1,"58.29890060424805, -134.4080047607422"
5Z4,heliport,Ans Hospital Heliport,100.0,,US,US-AK,Kanakanak,5Z4,,5Z4,"59.001800537109375, -158.53199768066406"
5Z5,small_airport,Kantishna Airport,1575.0,,US,US-AK,Kantishna,5Z5,,5Z5,"63.54169845581055, -150.99400329589844"
5Z7,closed,Kasitsna Airport,5.0,,US,US-AK,Kasitsna Bay,,,,"59.469501, -151.572876"
5Z9,seaplane_base,Lake Brooks Seaplane Base,36.0,,US,US-AK,Katmai National Park,5Z9,BKF,5Z9,"58.554798126221, -155.77699279785"
60A,small_airport,Brundidge Municipal Airport,476.0,,US,US-AL,Brundidge,60A,,60A,"31.7328056, -85.8041944"
60AK,heliport,Carol's Heliport,328.0,,US,US-AK,Wasilla,60AK,,60AK,"61.607662, -149.279062"
60AR,small_airport,Southern View Aviation Airport,927.0,,US,US-AR,Viola,60AR,,60AR,"36.403505, -92.039284"
60AZ,small_airport,Wood's Airstrip,1962.0,,US,US-AZ,Wenden,60AZ,,60AZ,"33.83810043334961, -113.4540023803711"
60B,seaplane_base,Moose River Seaplane Base,1157.0,,US,US-ME,Jackman,60B,,60B,"45.633399963378906, -70.26619720458984"
60CA,heliport,Q Area Heliport,49.0,,US,US-CA,Concord,60CA,,60CA,"38.044898986816406, -122.00700378417969"
60CL,small_airport,California Highway Patrol Academy Airport,20.0,,US,US-CA,West Sacramento,60CL,,60CL,"38.594499, -121.568188"
60CN,heliport,San Gorgonio Memorial Hospital Heliport,2596.0,,US,US-CA,Banning,60CN,,60CN,"33.930759, -116.942874"
60CO,closed,Stevens Airport,5180.0,,US,US-CO,Brighton,,,,"39.9676, -104.651873"
60FD,heliport,Winter Haven Hospital Heliport,175.0,,US,US-FL,Winter Haven,60FD,,60FD,"28.028803, -81.725026"
60FL,heliport,Jupiter Medical Center Heliport,15.0,,US,US-FL,Jupiter,60FL,,60FL,"26.922671, -80.097511"
60G,small_airport,Skyway Estates Airport,931.0,,US,US-MI,Eaton Rapids,60G,,60G,"42.58359909057617, -84.65139770507812"
60GA,heliport,Egleston Hospital Heliport,1024.0,,US,US-GA,Atlanta,60GA,,60GA,"33.79439926147461, -84.32029724121094"
60IA,small_airport,Village Oaks Airport,732.0,,US,US-IA,Blue Grass,60IA,,60IA,"41.469664, -90.781292"
60II,heliport,Union Hospital Heliport,480.0,,US,US-IN,Terre Haute,60II,,60II,"39.48609924316406, -87.4103012084961"
60IL,small_airport,Beulah Land Farm Airport,723.0,,US,US-IL,Biggsville,60IL,,60IL,"40.840373, -90.805306"
60IN,small_airport,Fisher Farm Airport,750.0,,US,US-IN,Roanoke,60IN,,60IN,"40.945899963378906, -85.37000274658203"
60IS,small_airport,Nelson Private Airport,420.0,,US,US-IL,Browns,60IS,,60IS,"38.40060043334961, -87.98860168457031"
60KS,small_airport,Alley Field,1260.0,,US,US-KS,Douglass,60KS,,60KS,"37.51390075683594, -97.00029754638672"
60KY,heliport,Rmc Heliport,460.0,,US,US-KY,Madisonville,60KY,,60KY,"37.34280014038086, -87.48750305175781"
60L,heliport,Los Angeles Fire Department Station 108 Heliport,1127.0,,US,US-CA,Beverly Hills,,,60L,"34.126769, -118.406496"
60LA,closed,Union Oil Co of California Heliport,5.0,,US,US-LA,Intracoastal City,,,,"29.7917, -92.149498"
60LL,heliport,Memorial Hospital Belleville Heliport,584.0,,US,US-IL,Belleville,60LL,,60LL,"38.550679, -90.021887"
60M,small_airport,Spencer Airport,1040.0,,US,US-MA,Spencer,60M,,60M,"42.29050064086914, -71.9646987915039"
60MA,heliport,Grandview Farm Heliport,11.0,,US,US-MA,Rowley,60MA,,60MA,"42.73429870605469, -70.86740112304688"
60ME,heliport,Southern Maine Health LZ Heliport,110.0,,US,US-ME,Biddeford,60ME,,60ME,"43.478032, -70.491168"
60MI,small_airport,Maybee Airport,650.0,,US,US-MI,Maybee,60MI,,60MI,"42.04140090942383, -83.56690216064453"
60MN,small_airport,Fuhr Flying Svc Airport,1070.0,,US,US-MN,Seaforth,60MN,,60MN,"44.46799850463867, -95.28359985351562"
60MO,heliport,Parkland Health Center Heliport,950.0,,US,US-MO,Farmington,60MO,,60MO,"37.78118, -90.437166"
60MU,small_airport,Lucky Weasel Airport,904.0,,US,US-MO,Alba,60MU,,60MU,"37.259167, -94.414265"
60NC,small_airport,Star Hill Golf Club Airport,40.0,,US,US-NC,Cape Carteret,60NC,,60NC,"34.7052001953125, -77.05110168457031"
60NE,heliport,Chadron Community Hospital Heliport,3500.0,,US,US-NE,Chadron,60NE,,60NE,"42.82339859008789, -103.00499725341797"
60NH,heliport,Sherwood Forest Inc Heliport,433.0,,US,US-NH,Freedom,60NH,,60NH,"43.809013, -71.091413"
60NJ,small_airport,O'Dwyer Airport,200.0,,US,US-NJ,Flemington,60NJ,,60NJ,"40.466800689697266, -74.83290100097656"
60NY,heliport,Samaritan Medical Center Heliport,490.0,,US,US-NY,Watertown,60NY,,60NY,"43.972198486328125, -75.9083023071289"
60OA,small_airport,Flemming Field,962.0,,US,US-OH,Kinsman,60OA,,60OA,"41.400831, -80.578585"
60OH,closed,Ohio DOT Dist 4 Office Heliport,1087.0,,US,US-OH,Ravenna,,,,"41.166401, -81.2584"
60OI,small_airport,Zorn Acres Airport,640.0,,US,US-OH,Milan,60OI,,60OI,"41.3567008972168, -82.6249008178711"
60OK,closed,Carlin Lawrence Airport,1340.0,,US,US-OK,Carnegie,,,,"35.121278, -98.529897"
60OR,small_airport,Whitaker Airport,625.0,,US,US-OR,Oakland,60OR,,60OR,"43.42649841308594, -123.27999877929688"
60PA,heliport,Pottstown Hospital Heliport,168.0,,US,US-PA,Pottstown,60PA,,60PA,"40.243514, -75.611233"
60PN,heliport,Jefferson Hospital Heliport,1156.0,,US,US-PA,Large,60PN,,60PN,"40.318187007700004, -79.934034586"
60TA,closed,Air Ranch Estates Airport,670.0,,US,US-TX,Waxahachie,,,,"32.3251, -96.947502"
60TE,small_airport,Tierra Linda Ranch Airport,1990.0,,US,US-TX,Kerrville,60TE,,60TE,"30.141323, -99.15042"
60TN,heliport,Whitehurst Field,427.0,,US,US-TN,Bolivar,60TN,,60TN,"35.268104, -88.999144"
60TS,heliport,Hunt Regional Community Heliport,517.0,,US,US-TX,Commerce,60TS,,60TS,"33.229938, -95.895913"
60TX,small_airport,P-K Ranch Airport,350.0,,US,US-TX,Bellville,60TX,,60TX,"30.033599853515625, -96.26360321044922"
60VA,heliport,H D H Heliport,260.0,,US,US-VA,Richmond,60VA,,60VA,"37.60490036010742, -77.54139709472656"
60WA,heliport,J. J. H. Heliport,525.0,,US,US-WA,Auburn,60WA,,60WA,"47.31399917602539, -122.25800323486328"
60WI,heliport,Howard Young Medical Center Heliport,1598.0,,US,US-WI,Woodruff,60WI,,60WI,"45.8932991027832, -89.70179748535156"
60XA,small_airport,Skyline Ranch Airport,954.0,,US,US-TX,Georgetown,60XA,,60XA,"30.660138, -97.763791"
60XS,closed,Young Brothers Heliport,412.0,,US,US-TX,Waco,,,,"31.552401, -97.0914"
61AK,heliport,Era Chulitna River Heliport,960.0,,US,US-AK,Trapper Creek/Talkeetna,61AK,,61AK,"62.56760025024414, -150.23599243164062"
61AR,small_airport,The Valley Airport,450.0,,US,US-AR,Cotter,61AR,,61AR,"36.3083992, -92.53070068"
61AZ,small_airport,White Mountain Ultralightport,6546.0,,US,US-AZ,Show Low,61AZ,,61AZ,"34.36970138549805, -109.6969985961914"
61CA,small_airport,Bauer Airport,1950.0,,US,US-CA,Twentynine Palms,61CA,,61CA,"34.17470169067383, -116.06700134277344"
61CL,small_airport,Johnson Brothers Airport,-1.0,,US,US-CA,Calexico,61CL,,61CL,"32.672743, -115.561896"
61CN,heliport,California Highway Patrol Headquarters Helipad,198.0,,US,US-CA,Sacramento,61CN,,61CN,"38.598106, -121.488231"
61CO,heliport,Monument Helibase Heliport,7120.0,,US,US-CO,Monument,61CO,,61CO,"39.08580017089844, -104.90299987792969"
61D,small_airport,Plainwell Municipal Airport,722.0,,US,US-MI,Plainwell,61D,,61D,"42.46780014038086, -85.64800262451172"
61FD,heliport,AdventHealth Palm Coast Heliport,25.0,,US,US-FL,Palm Coast,61FD,,61FD,"29.479293, -81.190502"
61FL,heliport,Tampa General Hospital Heliport,7.0,,US,US-FL,Tampa,61FL,,61FL,"27.938100814819336, -82.45929718017578"
61G,small_airport,Randolph's Landing Area Airport,700.0,,US,US-MI,St Johns,82MI,,82MI,"43.113187, -84.520526"
61GA,small_airport,Pea Patch Aerodrome,434.0,,US,US-GA,Blythe,61GA,,61GA,"33.30179977416992, -82.17230224609375"
61ID,small_airport,Flying W Ranch Airport,2356.0,,US,US-ID,Priest River,61ID,,61ID,"48.189255, -116.98899"
61II,small_airport,Kay Field,930.0,,US,US-IN,Wolflake,61II,,61II,"41.36249923706055, -85.47779846191406"
61IL,heliport,Memorial Hospital East Shiloh Heliport,610.0,,US,US-IL,Shiloh,61IL,,61IL,"38.574236, -89.906827"
61IN,small_airport,Wilkerson's Airport,730.0,,US,US-IN,Scottsburg,61IN,,61IN,"38.713698, -85.6036"
61IS,small_airport,Jim & Peg Airport,630.0,,US,US-IL,Dwight,61IS,,61IS,"41.054798, -88.387299"
61J,heliport,Portland Downtown Heliport,78.0,,US,US-OR,Portland,,,61J,"45.52502, -122.670704"
61K,small_airport,Sedan City Airport,1005.0,,US,US-KS,Sedan,61K,,61K,"37.148399353027344, -96.185302734375"
61KS,small_airport,Masters Field,1120.0,,US,US-KS,Troy,61KS,,61KS,"39.7588996887207, -95.0958023071289"
61KY,small_airport,Schroder Airport,910.0,,US,US-KY,Owenton,61KY,,61KY,"38.55009841918945, -84.76329803466797"
61L,heliport,Los Angeles Fire Department Station Number 109 Heliport,1375.0,,US,US-CA,Los Angeles,,,61L,"34.130764, -118.490504"
61LA,heliport,Sandefer's Heliport,60.0,,US,US-LA,Denham Springs,61LA,,61LA,"30.565422, -90.940761"
61LL,small_airport,Smith Restricted Landing Area,530.0,,US,US-IL,Peirron,61LL,,61LL,"38.773101806640625, -89.59359741210938"
61MA,closed,Shirley Airport,400.0,,US,US-MA,Shirley,,,,"42.527, -71.664497"
61MI,heliport,Bayview Heliport,908.0,,US,US-MI,New Baltimore,61MI,,61MI,"42.679643, -82.750381"
61MN,closed,Traverse Air Airport,1002.0,,US,US-MN,Wheaton,,,,"45.9536, -96.400902"
61MO,small_airport,Carl Ensor Airport,740.0,,US,US-MO,Grainville,61MO,,61MO,"39.54859924316406, -92.09880065917969"
61MU,small_airport,Farris Strip,1054.0,,US,US-MO,Faucett,61MU,,61MU,"39.588199615478516, -94.78379821777344"
61NC,small_airport,Southern Comforts Aerodrome,175.0,,US,US-NC,Parkton,61NC,,61NC,"34.8713, -78.965599"
61ND,small_airport,Bakke Airport,1125.0,,US,US-ND,Larimore,61ND,,61ND,"47.9474983215332, -97.66200256347656"
61NE,heliport,Univ. of Ne Medical Center Heliport,1160.0,,US,US-NE,Omaha,61NE,,61NE,"41.255001068115234, -95.97859954833984"
61NH,heliport,Hooksett Safety Center Heliport,300.0,,US,US-NH,Hooksett,61NH,,61NH,"43.055999755859375, -71.44670104980469"
61NJ,small_airport,Thomas Browne Airpark,145.0,,US,US-NJ,Glassboro,61NJ,,61NJ,"39.69150161743164, -75.14320373535156"
61NK,closed,Sunset Airport,175.0,,US,US-NY,Willsboro,,,,"44.329856, -73.361793"
61NY,small_airport,Bassett Field,629.0,,US,US-NY,Lockport,61NY,,61NY,"43.168701171875, -78.78230285644531"
61OH,small_airport,Jetway Airport,1130.0,,US,US-OH,Ravenna,61OH,,61OH,"41.19810104370117, -81.20950317382812"
61OI,heliport,Mc Cullough Hyde Hospital Heliport,970.0,,US,US-OH,Oxford,61OI,,61OI,"39.512298584, -84.7413024902"
61OK,closed,The Highlands Airport,1160.0,,US,US-OK,Cashion,,,,"35.799999, -97.608704"
61OR,small_airport,The Citadel Airport,3077.0,,US,US-OR,Sisters,,,61OR,"44.33497, -121.37197"
61PA,small_airport,Hi Line Lodge Airport,2202.0,,US,US-PA,Wellsboro,61PA,,61PA,"41.69449996948242, -77.16500091552734"
61PN,small_airport,A G A Farms Airport,450.0,,US,US-PA,Perkasie,61PN,,61PN,"40.42570114135742, -75.2323989868164"
61TA,small_airport,Eagle Landing Airport,380.0,,US,US-TX,Avinger,61TA,,61TA,"32.88399887084961, -94.60769653320312"
61TE,small_airport,Kezer Air Ranch Airport,830.0,,US,US-TX,Springtown,61TE,,61TE,"32.98680114746094, -97.61969757080078"
61TN,heliport,Parthenon Heliport,600.0,,US,US-TN,Nashville,61TN,,61TN,"36.1529444, -86.8268611"
61TS,heliport,La Porte Plant Heliport,31.0,,US,US-TX,Deer Park,61TS,,61TS,"29.72894, -95.08945"
61TX,small_airport,Traylor Tick Farm Airport,250.0,,US,US-TX,Bellville,61TX,,61TX,"29.972400665283203, -96.30719757080078"
61VA,small_airport,High View Farm Airport,595.0,,US,US-VA,Berryville,61VA,,61VA,"39.23540115356445, -78.01190185546875"
61WA,small_airport,Burden Field-(Rabbit Run) Airport,50.0,,US,US-WA,Friday Harbor,61WA,,61WA,"48.47200012207031, -123.01799774169922"
61WI,small_airport,Dinnerbell Airport,1120.0,,US,US-WI,Eden,61WI,,61WI,"43.70830154418945, -88.28569793701172"
61XS,closed,Shanks Agricultural Strip,100.0,,US,US-TX,Wharton,,,,"29.326216, -96.021194"
61Y,closed,Ralph E. Koch Airport,450.0,,US,US-IN,Poseyville,,,,"38.205409, -87.776256"
62AK,seaplane_base,Wallis Lake Seaplane Base,320.0,,US,US-AK,Wasilla,62AK,,62AK,"61.572898864746094, -149.5749969482422"
62AL,small_airport,Skywest Airpark,150.0,,US,US-AL,Mobile,62AL,,62AL,"30.6835, -88.372002"
62AR,small_airport,Banks Ranch Airport,1061.0,,US,US-AR,Busch,62AR,,62AR,"36.457222, -93.859866"
62AZ,closed,Mesa Lutheran Hospital Heliport,1248.0,,US,US-AZ,Mesa,,,,"33.4342, -111.842002"
62C,small_airport,Cindy Guntly Memorial Airport,790.0,,US,US-WI,Franksville,,,62C,"42.810478, -88.094702"
62CA,heliport,Bank of America Data Center Heliport,440.0,,US,US-CA,Los Angeles,62CA,,62CA,"34.053668, -118.253183"
62CL,small_airport,Flying Pear Ranch Airport,3485.0,,US,US-CA,Caliente,62CL,,62CL,"35.407172, -118.501072"
62CN,heliport,Trw Manhattan Beach Heliport,94.0,,US,US-CA,Manhattan Beach,62CN,,62CN,"33.89699935913086, -118.38300323486328"
62CO,small_airport,The Farm Airport,4820.0,,US,US-CO,Keenesburg,62CO,,62CO,"40.09830093383789, -104.42500305175781"
62FD,seaplane_base,Doctors Lake Seaplane Base,,,US,US-FL,Orange Park,62FD,,62FD,"30.12529945373535, -81.74420166015625"
62FL,small_airport,David Wine's Airstrip,100.0,,US,US-FL,Lake Wales,62FL,,62FL,"27.8444004059, -81.4396972656"
62GA,small_airport,Seven Lakes Airport,630.0,,US,US-GA,Jackson,62GA,,62GA,"33.32460021972656, -83.91629791259766"
62IA,small_airport,Lerchs Airport,941.0,,US,US-IA,Martelle,62IA,,62IA,"42.06669998168945, -91.3667984008789"
62II,heliport,Wabash County Hospital Emergency Heliport,779.0,,US,US-IN,Wabash,62II,,62II,"40.80619812011719, -85.81580352783203"
62IL,small_airport,Ferris Field,841.0,,US,US-IL,Marengo,62IL,,62IL,"42.186005, -88.604037"
62IN,small_airport,Fowler Field Private Airport,854.0,,US,US-IN,Greentown,62IN,,62IN,"40.431563, -85.978382"
62IS,small_airport,Wilson Airport,670.0,,US,US-IL,Fithian,62IS,,62IS,"40.087501525878906, -87.90750122070312"
62K,small_airport,Seneca Municipal Airport,1270.0,,US,US-KS,Seneca,62K,,62K,"39.847198486328125, -96.11280059814453"
62KS,small_airport,Dexter Field,1173.0,,US,US-KS,Cottonwood Falls,62KS,,62KS,"38.358632, -96.490988"
62KY,heliport,Pikeville Methodist Hospital Heliport,819.0,,US,US-KY,Pikeville,62KY,,62KY,"37.46969985961914, -82.52169799804688"
62LA,small_airport,Ken Guidry #4 Airport,21.0,,US,US-LA,Kaplan,62LA,,62LA,"30.074877, -92.214406"
62LL,heliport,Rush Copley Emergency Center Heliport,637.0,,US,US-IL,Yorkville,62LL,,62LL,"41.65944, -88.46956"
62LS,heliport,Casey County Hospital Heliport,825.0,,US,US-KY,Liberty,62LS,,62LS,"37.318028, -84.932111"
62MD,small_airport,Sandy Point Airport,20.0,,US,US-MD,Prince Frederick,62MD,,62MD,"38.488806, -76.643633"
62MI,closed,Combs Airport,640.0,,US,US-MI,Samaria,,,,"41.830601, -83.5653"
62MN,small_airport,Taylors Falls Airport,920.0,,US,US-MN,Taylors Falls,62MN,,62MN,"45.38140106201172, -92.68240356445312"
62MO,small_airport,Washburn Farm Airport,855.0,,US,US-MO,Grain Valley,62MO,,62MO,"39.06060028076172, -94.20330047607422"
62NC,small_airport,Hickory Hill Airport,30.0,,US,US-NC,Havelock,62NC,,62NC,"34.936798095703125, -76.9447021484375"
62ND,small_airport,Morten Airport,1340.0,,US,US-ND,Larimore,62ND,,62ND,"47.77920150756836, -97.7594985961914"
62NE,closed,Beebe Airport,2860.0,,US,US-NE,Hayes Center,,,,"40.447498, -100.792999"
62NH,heliport,Carleton Heliport,920.0,,US,US-NH,Hales Location,62NH,,62NH,"44.063611, -71.152778"
62NJ,small_airport,Scheller Airport,1051.0,,US,US-NJ,Schooleys Mountain,62NJ,,62NJ,"40.808333, -74.808333"
62NM,small_airport,Seven Rivers Airport,3360.0,,US,US-NM,Carlsbad,62NM,,62NM,"32.597746, -104.426766"
62NY,heliport,Adirondack Helicopters Heliport,449.0,,US,US-NY,Gouverneur,62NY,,62NY,"44.43515, -75.472217"
62OH,small_airport,Willard Field,820.0,,US,US-OH,Lancaster,62OH,,62OH,"39.694503, -82.467542"
62OI,heliport,Parma Community Hospital Heliport,931.0,,US,US-OH,Parma,62OI,,62OI,"41.38119888305664, -81.73179626464844"
62OK,small_airport,Lewis North Airport,960.0,,US,US-OK,Jay,62OK,,62OK,"36.33919906616211, -94.92040252685547"
62OR,heliport,Cinder Butte Heliport,2950.0,,US,US-OR,Redmond,62OR,,62OR,"44.32170104980469, -121.19300079345703"
62PA,small_airport,Shreveport North Airport,550.0,,US,US-PA,Wellsville,62PA,,62PA,"40.03620147705078, -76.99549865722656"
62TA,small_airport,Hawken Air One Airport,520.0,,US,US-TX,Elgin,62TA,,62TA,"30.32317, -97.3121"
62TE,heliport,Otto Kaiser Hospital Heliport,395.0,,US,US-TX,Kenedy,62TE,,62TE,"28.849017, -97.877665"
62TN,small_airport,Meadow Lark Aerodrome Ultralight Flightpark,730.0,,US,US-TN,Woodbury,62TN,,62TN,"35.734722, -86.166389"
62TS,closed,Gateway Helistop,100.0,,US,US-TX,Houston,,,,"29.933599, -95.333504"
62TX,closed,Barge Ranch Airport,590.0,,US,US-TX,Belton,,,,"31.091801, -97.460297"
62VA,small_airport,Grasso Salvage Airport,70.0,,US,US-VA,Holland,62VA,,62VA,"36.669898986816406, -76.72859954833984"
62WA,heliport,Lakewood Heliport,210.0,,US,US-WA,Arlington,62WA,,62WA,"48.153326, -122.234003"
62WI,heliport,Lakeview Medical Center Heliport,1145.0,,US,US-WI,Rice Lake,62WI,,62WI,"45.514592, -91.735386"
62XA,small_airport,Flying H Air Ranch Airport,254.0,,US,US-TX,Nacogdoches,62XA,,62XA,"31.498348, -94.583918"
62XS,small_airport,J F Ranch Airport,1220.0,,US,US-TX,Clairette,62XS,,62XS,"32.0224, -98.133698"
63A,seaplane_base,Lloyd R. Roundtree Seaplane Facility Seaplane Base,,,US,US-AK,Petersburg,63A,,63A,"56.81129837036133, -132.9600067138672"
63AK,small_airport,Kucera Residence Airport,189.0,,US,US-AK,Big Lake,63AK,,63AK,"61.58430099487305, -149.93800354003906"
63AR,small_airport,Stokes Airport,212.0,,US,US-AR,Earle,63AR,,63AR,"35.246592, -90.461518"
63AZ,heliport,AT&T - Apache Junction Heliport,2527.0,,US,US-AZ,Mesa,63AZ,,63AZ,"33.495937, -111.639826"
63CA,small_airport,Desert Air Sky Ranch Airport,,,US,US-CA,North Shore,63CA,,63CA,"33.48109817504883, -115.8740005493164"
63CL,small_airport,G3 Ranch Airport,360.0,,US,US-CA,Capay,63CL,,63CL,"38.71659851074219, -122.13899993896484"
63CN,small_airport,Meadowlark Field,730.0,,US,US-CA,Livermore,63CN,,63CN,"37.66130065917969, -121.69400024414062"
63CO,small_airport,Hendricks Field At West Creek Ranch Airport,4820.0,,US,US-CO,Gateway,63CO,,63CO,"38.705501556396484, -108.93699645996094"
63FA,small_airport,Sullivan Field,88.0,,US,US-FL,Alachua,63FA,,63FA,"29.734167, -82.565278"
63FD,small_airport,Link Field,108.0,,US,US-FL,Alachua,63FD,,63FD,"29.69809913635254, -82.49140167236328"
63FL,heliport,Shands Cair Heliport,94.0,,US,US-FL,Gainesville,63FL,,63FL,"29.635499954223633, -82.35040283203125"
63GA,closed,Zips Airport,880.0,,US,US-GA,Mc Donough,,,,"33.4529, -84.0952"
63GE,small_airport,Westbrook Airport,550.0,,US,US-GA,Lumpkin,63GE,,63GE,"32.047358, -84.740064"
63IA,heliport,Davis County Hospital Heliport,890.0,,US,US-IA,Bloomfield,63IA,,63IA,"40.759300231933594, -92.41549682617188"
63ID,small_airport,Hoskins Field,2525.0,,US,US-ID,Caldwell,63ID,,63ID,"43.636751, -116.765758"
63II,small_airport,Woods Field,750.0,,US,US-IN,Franklin,63II,,63II,"39.50510025024414, -86.0302963256836"
63IL,small_airport,Emerick Airport,840.0,,US,US-IL,Marengo,63IL,,63IL,"42.18339920043945, -88.59449768066406"
63IN,closed,Ropkey Field,880.0,,US,US-IN,Indianapolis,,,,"39.899502, -86.271698"
63IS,small_airport,Corn Alley Airport,715.0,,US,US-IL,El Paso,63IS,,63IS,"40.7692985534668, -88.98310089111328"
63K,small_airport,Hillside Airport,1025.0,,US,US-KS,Stilwell,63K,,63K,"38.82109832763672, -94.60970306396484"
63KS,closed,5-D Ranch Airport,1190.0,,US,US-KS,Clay Center,,,,"39.3283, -97.060898"
63KY,heliport,Harrison Memorial Hospital Heliport,870.0,,US,US-KY,Cynthiana,63KY,,63KY,"38.3825, -84.278056"
63LA,small_airport,Leonards Airfield & Indust Park Airport,23.0,,US,US-LA,Delcambre,63LA,,63LA,"29.964099884033203, -91.91210174560547"
63ME,small_airport,Milo Field,293.0,,US,US-ME,Milo,63ME,,63ME,"45.239167, -68.961528"
63MI,heliport,Providence Hospital Heliport,970.0,,US,US-MI,Novi,63MI,,63MI,"42.489167, -83.521944"
63MN,small_airport,Weideman International Airport,930.0,,US,US-MN,Two Harbors,63MN,,63MN,"47.094398498535156, -91.6001968383789"
63MO,heliport,Heartland Hospital West Heliport,966.0,,US,US-MO,St Joseph,63MO,,63MO,"39.76940155029297, -94.8501968383789"
63MS,small_airport,Inmon Field,370.0,,US,US-MS,Ecru,63MS,,63MS,"34.338933, -89.002406"
63MT,small_airport,Billings Flying Service Airport,3200.0,,US,US-MT,Billings,63MT,,63MT,"45.715083, -108.575392"
63NC,closed,Wood Airport,170.0,,US,US-NC,Wilson,,,,"35.834898, -77.996385"
63ND,small_airport,Moellenkamp Airport,1240.0,,US,US-ND,Lisbon,63ND,,63ND,"46.36520004272461, -97.72820281982422"
63NH,heliport,Jackson Fire Heliport,822.0,,US,US-NH,Jackson,63NH,,63NH,"44.141722, -71.181111"
63NJ,heliport,Howell Township Police Heliport,95.0,,US,US-NJ,Farmingdale,63NJ,,63NJ,"40.17179870605469, -74.17849731445312"
63NY,small_airport,Shear Airport,325.0,,US,US-NY,Youngstown,63NY,,63NY,"43.2593, -78.9656"
63OH,small_airport,White's Airport,815.0,,US,US-OH,Darbyville,63OH,,63OH,"39.70280075073242, -83.09390258789062"
63OI,small_airport,Bowman Field,965.0,,US,US-OH,Delaware,63OI,,63OI,"40.33509826660156, -83.13600158691406"
63OK,heliport,Chandler Armory Heliport,980.0,,US,US-OK,Chandler,63OK,,63OK,"35.717143, -96.890115"
63OR,small_airport,Mountaindale Airport,180.0,,US,US-OR,Mountaindale,63OR,,63OR,"45.61650085449219, -123.0459976196289"
63PA,small_airport,Boyer Airport,510.0,,US,US-PA,Wernersville,28PA,,28PA,"40.322173, -76.100664"
63PN,heliport,Helicopter Services Heliport,620.0,,US,US-PA,Coopersburg,63PN,,63PN,"40.508399963378906, -75.39409637451172"
63S,small_airport,Colville Municipal Airport,1882.0,,US,US-WA,Colville,63S,,63S,"48.54389953613281, -117.88400268554688"
63TA,closed,Barnett Airport,1385.0,,US,US-TX,Chillicothe,,,,"34.269501, -99.514297"
63TE,small_airport,Flying S Ranch Airport,370.0,,US,US-TX,Kennard,63TE,,63TE,"31.353500366210938, -95.20580291748047"
63TS,heliport,The America Tower Heliport,637.0,,US,US-TX,Houston,63TS,,63TS,"29.760799407958984, -95.39769744873047"
